,level_0,movie,year,time,certificate,genre,rating,story,votes,cast,link,index,genres_bin,director,director_bin,cast_bin,words_bin,combined_features
1457,4324,Pedala Brathukulu,1981,131 min,U,['Drama'],,"['Add', 'a', 'Plot']",,"Annapoorna,Chalam,Rallapalli,V.MadhusudanRao",https://www.imdb.com/title/tt8794012/,4324,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",V.MadhusudanRao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Annapoorna,Chalam,Rallapalli,V.MadhusudanRao U Drama 1981"
1458,4178,Nenu Maa Aavida,1981,,U,['Comedy'],,"['Add', 'a', 'Plot']",,"Chandramohan,NarasimhaRaoRelangi,Nirmalamma,Prabha",https://www.imdb.com/title/tt9783640/,4178,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NarasimhaRaoRelangi,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Chandramohan,NarasimhaRaoRelangi,Nirmalamma,Prabha U Comedy 1981"
1459,3211,Bhoga Bhagyalu,1981,,U,"['Drama', 'Thriller', 'Action', 'Comedy', 'Romance', 'Family']",4.9,"['Add', 'a', 'Plot']",8.0,"Gummadi,P.ChandrasekharaReddy,Sridevi",https://www.imdb.com/title/tt0186874/,3211,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",P.ChandrasekharaReddy,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Gummadi,P.ChandrasekharaReddy,Sridevi U Drama Thriller Action Comedy Romance Family 1981"
1460,4002,Aggirava,1981,180 min,U,['Drama'],7.3,"['Add', 'a', 'Plot']",39.0,"ChandanaChoudhary,K.Bapaiah,MohanBabu,TarakaRamaRaoNandamuri",https://www.imdb.com/title/tt0154118/,4002,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",K.Bapaiah,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot ChandanaChoudhary,K.Bapaiah,MohanBabu,TarakaRamaRaoNandamuri U Drama 1981"
1461,4559,Srivari Muchatlu,1981,,U,"['Drama', 'Romance']",,"['Gopi', '(Akkineni', 'Nageswara', 'Rao)', 'falls', 'in', 'love', 'with', 'Radha', '(Jaya', 'Prada)', 'while', 'his', 'father', 'wants', 'him', 'to', 'marry', 'Priya', '(Jayasudha).', 'In', 'an', 'unusual', 'trial', 'of', 'events,', 'Gopi', 'marries', 'Priya', 'and', 'Radha', '...', 'See', 'full', 'summary', '»']",,"AkkineniNageshwaraRao,JayaPrada,Jayasudha,NarayanaRaoDasari",https://www.imdb.com/title/tt0262787/,4559,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NarayanaRaoDasari,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Gopi (Akkineni Nageswara Rao) falls in love with Radha (Jaya Prada) while his father wants him to marry Priya (Jayasudha). In an unusual trial of events, Gopi marries Priya and Radha ... See full summary » AkkineniNageshwaraRao,JayaPrada,Jayasudha,NarayanaRaoDasari U Drama Romance 1981"
1462,4735,Chinnaari Chittibaau,1981,,U,['Musical'],,"['Add', 'a', 'Plot']",,Gopalakrishnan,https://www.imdb.com/title/tt0280549/,4735,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Gopalakrishnan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Add a Plot Gopalakrishnan U Musical 1981
1463,4447,Alludugaru Zindabad,1981,142 min,Not Rated,"['Drama', 'Thriller', 'Action', 'Comedy', 'Romance', 'Family']",,"['Add', 'a', 'Plot']",,"Geetha,Gummadi,SobhanBabu,SubbaRaoKatta",https://www.imdb.com/title/tt0350517/,4447,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",SubbaRaoKatta,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Geetha,Gummadi,SobhanBabu,SubbaRaoKatta Not Rated Drama Thriller Action Comedy Romance Family 1981"
1464,3322,Maa Voori Pedda Manushulu,1981,,U,['Drama'],,"['Add', 'a', 'Plot']",,"AlluRamalingaiah,NarasimhaRaju,NuthanPrasad,Perala",https://www.imdb.com/title/tt8761792/,3322,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Perala,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot AlluRamalingaiah,NarasimhaRaju,NuthanPrasad,Perala U Drama 1981"
1465,3014,Bhogi mantalu,1981,,U,"['Drama', 'Thriller', 'Action', 'Comedy', 'Romance', 'Family']",,"['Add', 'a', 'Plot']",,"AnjaliDevi,KrishnaGhattamaneni,RatiAgnihotri,VijayaNirmala",https://www.imdb.com/title/tt0389801/,3014,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",VijayaNirmala,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot AnjaliDevi,KrishnaGhattamaneni,RatiAgnihotri,VijayaNirmala U Drama Thriller Action Comedy Romance Family 1981"
1466,3395,Rahasya Gudachari,1981,,U,['Action'],,"['Add', 'a', 'Plot']",,"JayaPrada,K.S.R.Das,KrishnaGhattamaneni,SatyanarayanaKaikala",https://www.imdb.com/title/tt6328096/,3395,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",K.S.R.Das,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot JayaPrada,K.S.R.Das,KrishnaGhattamaneni,SatyanarayanaKaikala U Action 1981"
1467,3452,Prema Mandiram,1981,,U,"['Drama', 'Thriller', 'Action', 'Comedy', 'Romance', 'Family']",6.6,"['Add', 'a', 'Plot']",7.0,"AkkineniNageshwaraRao,Gummadi,JayaPrada,NarayanaRaoDasari",https://www.imdb.com/title/tt0262704/,3452,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NarayanaRaoDasari,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot AkkineniNageshwaraRao,Gummadi,JayaPrada,NarayanaRaoDasari U Drama Thriller Action Comedy Romance Family 1981"
1468,5264,Ooriki Ichina Maata,1981,,U,"['Drama', 'Family']",6.9,"['Add', 'a', 'Plot']",16.0,"BalaiahM.,Chiranjeevi,Madhavi,Sudhakar",https://www.imdb.com/title/tt0246130/,5264,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",BalaiahM.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot BalaiahM.,Chiranjeevi,Madhavi,Sudhakar U Drama Family 1981"
1469,1768,Erra Mallelu,1981,134 min,U,['Drama'],8.0,"['Add', 'a', 'Plot']",6.0,"ChalapathiRao,DhavalaSatyam,GiriBabu,SaiChand",https://www.imdb.com/title/tt6147094/,1768,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",DhavalaSatyam,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot ChalapathiRao,DhavalaSatyam,GiriBabu,SaiChand U Drama 1981"
1470,4982,Ooriki Monagadu,1981,,U,"['Action', 'Drama', 'Romance']",5.3,"['Add', 'a', 'Plot']",15.0,"JayaPrada,K.RaghavendraRao,KrishnaGhattamaneni,Raogopalrao",https://www.imdb.com/title/tt0258274/,4982,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",K.RaghavendraRao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot JayaPrada,K.RaghavendraRao,KrishnaGhattamaneni,Raogopalrao U Action Drama Romance 1981"
1471,1780,Saptapadhi,1981,,U,"['Drama', 'Family', 'Musical']",7.2,"['Somayajulu,', 'an', 'orthodox', 'highpriest', 'of', 'a', 'village', 'temple', 'weds', 'his', 'granddaughter', 'Hema', 'to', 'his', 'grandson', 'Gaurinatha,', 'also', 'a', 'priest', 'by', 'profession,', 'without', 'realising', 'that', 'she', 'is', 'in', 'love', 'with', '...', 'See', 'full', 'summary', '»']",133.0,"Girish,J.V.Somayajulu,K.Viswanath,SabithaBhamidipati",https://www.imdb.com/title/tt0249936/,1780,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",K.Viswanath,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Somayajulu, an orthodox highpriest of a village temple weds his granddaughter Hema to his grandson Gaurinatha, also a priest by profession, without realising that she is in love with ... See full summary » Girish,J.V.Somayajulu,K.Viswanath,SabithaBhamidipati U Drama Family Musical 1981"
1472,782,Tik Tik Tik,1981,164 min,Not Rated,"['Crime', 'Mystery', 'Thriller']",6.9,"['A', 'fashion', 'photographer', 'gets', 'embroiled', 'in', 'a', 'series', 'of', 'grisly', 'murders']",240.0,"Bharathiraja,KamalHaasan,Madhavi,Radha",https://www.imdb.com/title/tt0156136/,782,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Bharathiraja,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","A fashion photographer gets embroiled in a series of grisly murders Bharathiraja,KamalHaasan,Madhavi,Radha Not Rated Crime Mystery Thriller 1981"
1473,4012,Antham Kadidi Aarambam,1981,91 min,Not Rated,['Drama'],,"['Antham', 'Kadidi', 'Aarambam', 'is', 'a', '1984', 'Indian', 'Telugu', 'film,', 'directed', 'by', 'S', 'Ramanand', 'and', 'produced', 'by', 'Vijaya', 'Nirmala.', 'The', 'film', 'stars', 'Sivaji', 'Raja,', 'Ranga', 'Rao', 'and', 'Gayatri', 'in', 'lead', 'roles.', 'Music', 'of', 'the', 'film', 'was', 'composed', 'by', 'Ramesh', 'Naidu.']",,"KrishnaGhattamaneni,VijayaNirmala,VijayaNirmala",https://www.imdb.com/title/tt0779725/,4012,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",VijayaNirmala,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Antham Kadidi Aarambam is a 1984 Indian Telugu film, directed by S Ramanand and produced by Vijaya Nirmala. The film stars Sivaji Raja, Ranga Rao and Gayatri in lead roles. Music of the film was composed by Ramesh Naidu. KrishnaGhattamaneni,VijayaNirmala,VijayaNirmala Not Rated Drama 1981"
1474,5273,Jagannatha Rathachakralu,1982,,U,"['Drama', 'Thriller', 'Action', 'Comedy', 'Romance', 'Family']",,"['Add', 'a', 'Plot']",,"Gummadi,JayaPrada,NarayanaRaoDasari,Sharada",https://www.imdb.com/title/tt0262515/,5273,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NarayanaRaoDasari,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Gummadi,JayaPrada,NarayanaRaoDasari,Sharada U Drama Thriller Action Comedy Romance Family 1982"
1475,4603,Mondighatam,1982,,U,"['Action', 'Family', 'Drama']",6.5,"['Add', 'a', 'Plot']",17.0,"Chiranjeevi,RadhikaSarathkumar,Rajachandra,SatyanarayanaKaikala",https://www.imdb.com/title/tt0246083/,4603,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Rajachandra,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Chiranjeevi,RadhikaSarathkumar,Rajachandra,SatyanarayanaKaikala U Action Family Drama 1982"
1476,2562,Bhakta Dhruva Markandeya,1982,,U,"['Drama', 'Thriller', 'Action', 'Comedy', 'Romance', 'Family']",,"['Add', 'a', 'Plot']",,BhanumathiRamakrishna,https://www.imdb.com/title/tt0260738/,2562,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",BhanumathiRamakrishna,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Add a Plot BhanumathiRamakrishna U Drama Thriller Action Comedy Romance Family 1982
1477,4546,Nivurigappina Nippu,1982,,U,"['Drama', 'Thriller', 'Action', 'Comedy', 'Romance', 'Family']",,"['Add', 'a', 'Plot']",,"JayaPrada,KrishnaGhattamaneni,P.ChandrasekharaReddy,ShivajiGanesan",https://www.imdb.com/title/tt1445699/,4546,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",P.ChandrasekharaReddy,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot JayaPrada,KrishnaGhattamaneni,P.ChandrasekharaReddy,ShivajiGanesan U Drama Thriller Action Comedy Romance Family 1982"
1478,4837,Tingu Rangadu,1982,104 min,Not Rated,"['Action', 'Drama', 'Comedy']",5.6,"['Add', 'a', 'Plot']",16.0,"Chiranjeevi,PrasadTathineni",https://www.imdb.com/title/tt0246279/,4837,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",PrasadTathineni,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Chiranjeevi,PrasadTathineni Not Rated Action Drama Comedy 1982"
1479,353,Sakalakala Vallavan,1982,138 min,U,"['Action', 'Comedy', 'Romance']",6.6,"['A', 'young', 'agriculturist', 'Velu', '(Kamal', 'Hassan)', 'goes', 'to', 'extremes', 'to', 'attain', 'revenge', 'against', 'his', 'devious', 'landlord', 'and', 'her', 'family.', 'He', 'is', 'an', 'upright', 'young', 'man,', 'but', 'when', 'his', 'family', 'gets', 'cheated', 'out', 'of...', 'See', 'full', 'summary', '»']",214.0,"Ambika,KamalHaasan,S.P.Muthuraman,SilkSmitha",https://www.imdb.com/title/tt0281157/,353,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",S.P.Muthuraman,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","A young agriculturist Velu (Kamal Hassan) goes to extremes to attain revenge against his devious landlord and her family. He is an upright young man, but when his family gets cheated out of... See full summary » Ambika,KamalHaasan,S.P.Muthuraman,SilkSmitha U Action Comedy Romance 1982"
1480,2961,Sivamettina Satyam,1982,144 min,Not Rated,"['Drama', 'Thriller', 'Action', 'Comedy', 'Romance', 'Family']",,"['Watch', 'the', 'full', 'movie,', 'Siva', 'Mettina', 'Satyam,', 'only', 'on', 'Eros', 'Now.', 'Siva', 'Mettina', 'Satyam', 'is', 'a', '1982', 'Indian', 'Telugu', 'film,', 'directed', 'by', 'V.Madhusudan', 'Rao', 'and', 'produced', 'by', 'G.Satyanarayana', 'Raju.', 'The', 'film', '...', 'See', 'full', 'summary', '»']",,"Krishnamraju,NarayanaRaoDasari,Sharada",https://www.imdb.com/title/tt0262770/,2961,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NarayanaRaoDasari,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Watch the full movie, Siva Mettina Satyam, only on Eros Now. Siva Mettina Satyam is a 1982 Indian Telugu film, directed by V.Madhusudan Rao and produced by G.Satyanarayana Raju. The film ... See full summary » Krishnamraju,NarayanaRaoDasari,Sharada Not Rated Drama Thriller Action Comedy Romance Family 1982"
1481,1622,Subhalekha,1982,139 min,U,"['Family', 'Drama', 'Musical']",7.3,"['Add', 'a', 'Plot']",195.0,"Chiranjeevi,K.Viswanath,SatyanarayanaKaikala,Sumalatha",https://www.imdb.com/title/tt0246258/,1622,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",K.Viswanath,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Chiranjeevi,K.Viswanath,SatyanarayanaKaikala,Sumalatha U Family Drama Musical 1982"
1482,3066,Evandoi Srimathi Garu,1982,,U,['Drama'],,"['Add', 'a', 'Plot']",,"Chandramohan,NarasimhaRaoRelangi,RadhikaSarathkumar",https://www.imdb.com/title/tt8718440/,3066,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NarasimhaRaoRelangi,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot Chandramohan,NarasimhaRaoRelangi,RadhikaSarathkumar U Drama 1982"
1483,2416,Devatha,1982,180 min,U,"['Drama', 'Romance']",7.7,"['Add', 'a', 'Plot']",59.0,"JayaPrada,K.RaghavendraRao,SobhanBabu,Sridevi",https://www.imdb.com/title/tt0186957/,2416,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",K.RaghavendraRao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Add a Plot JayaPrada,K.RaghavendraRao,SobhanBabu,Sridevi U Drama Romance 1982"
